id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_category
1303,888,no,2.6,Has,2,1,33,0.4,198,2,17,327,1683,3407,12,1,20,YES,0,no,1
1304,1077,Yes,1.7,yes,1,0,58,0.8,86,7,13,135,1892,3902,9,3,3,yes,0,No,1
1305,1023,yes,2.3,yes,5,1,30,0.2,80,8,7,5,1744,2086,10,0,19,yes,1,yes,0
1306,1426,yes,0.8,NO,2,1,42,0.6,84,3,10,715,1163,1356,15,9,16,yes,0,yes,0
1307,831,No,1.7,yes,7,1,26,0.7,177,5,11,511,621,1704,6,5,20,yes,1,Has,0
1308,1496,yes,1.3,yes,0,1,6,0.5,85,3,9,549,1383,3571,16,1,11,yes,1,yes,1
1309,1433,yes,2.3,No,2,1,5,0.1,129,5,11,420,784,2132,18,15,19,yes,0,yes,0
1310,1095,has,2.6,yes,0,1,44,0.7,103,4,5,838,1066,3209,13,11,8,YES,1,Yes,1
1311,643,YES,0.7,Has,3,1,23,0.8,156,1,9,314,1400,2096,13,6,2,Yes,0,no,0
1312,1142,yes,1.1,no,0,1,6,0.5,198,4,0,739,1766,1273,19,0,6,yes,0,no,0
1313,730,has,0.5,Yes,3,1,27,0.1,112,5,10,62,846,3623,9,4,15,has,1,no,0
1314,1901,yes,0.5,No,5,1,41,0.6,131,2,17,3,1662,368,5,1,12,yes,0,Not,0
1315,1510,no,0.6,YES,1,0,32,0.7,135,3,8,963,1520,854,8,2,10,yes,0,yes,0
1316,1924,no,2.6,not,0,1,59,0.9,136,6,0,1438,1923,3646,10,9,16,YES,0,yes,1
1317,1825,no,1.1,YES,13,1,17,0.1,157,4,18,1621,1773,3130,12,4,2,yes,0,YES,1
1318,1275,YES,0.5,yes,3,1,5,0.2,152,1,9,19,501,3784,13,4,4,yes,1,no,1
1319,987,yes,2.3,no,9,0,17,0.8,124,7,17,887,1274,3885,11,0,14,Yes,1,not,1
1320,1538,has,2.3,No,6,1,13,0.2,121,7,7,567,986,1494,18,10,12,Has,1,yes,0
1321,1965,yes,0.5,NO,4,1,29,0.5,149,5,13,584,676,2973,11,1,20,yes,1,yes,1
1322,808,Not,1.9,not,7,0,20,0.8,185,6,14,496,974,1471,13,4,11,no,1,no,0
1323,712,no,0.5,no,6,0,27,0.5,86,2,11,1245,1309,2001,11,10,12,Yes,1,yes,0
1324,1507,yes,0.9,yes,0,1,42,0.4,123,5,0,682,888,1486,15,3,19,yes,0,no,0
1325,912,no,0.7,no,3,0,47,0.9,182,3,6,724,794,1321,7,2,6,NO,1,yes,0
1326,769,YES,1.2,not,2,0,17,0.1,95,8,4,1384,1454,1877,18,2,11,no,0,Yes,0
1327,948,no,2.3,no,14,0,22,0.1,173,5,20,257,1654,3499,11,7,19,yes,1,Yes,1
1328,507,yes,1.9,yes,0,1,39,0.7,142,1,0,17,1084,2124,6,0,12,Has,1,no,0
1329,1384,Yes,2.8,yes,15,0,60,0.1,82,3,18,983,1210,1221,18,12,15,yes,0,yes,0
1330,1766,yes,1.3,no,1,0,29,0.5,194,8,20,439,1306,2316,19,2,6,no,0,yes,0
1331,1407,No,1.8,yes,5,1,16,0.2,170,4,6,925,1206,1068,6,0,8,yes,1,no,0
1332,614,no,2.9,yes,3,1,24,0.2,94,4,7,409,603,1930,13,12,4,Has,0,yes,0
1333,1972,no,2.9,no,9,0,14,0.4,196,7,18,293,952,1316,8,1,8,yes,1,no,0
1334,1039,No,0.5,yes,8,0,47,0.2,130,8,9,384,1878,1742,18,12,15,yes,0,no,0
1335,511,yes,3,yes,5,1,34,0.9,125,8,13,149,1285,3265,14,7,14,Yes,0,not,0
1336,1811,YES,2.5,no,4,1,5,0.6,98,4,16,447,568,2700,13,7,8,Yes,1,Yes,0
1337,1159,Not,1.5,no,3,0,36,0.4,104,4,8,717,1206,2115,8,7,18,no,0,no,0
1338,1848,no,1.3,YES,7,0,12,0.1,178,2,19,195,533,3915,9,7,8,no,0,yes,1
1339,1988,YES,0.5,not,0,1,16,0.1,94,8,1,153,696,3144,16,2,14,yes,0,no,1
1340,1469,no,0.5,no,3,1,58,0.5,150,7,8,1699,1850,1571,17,16,2,Yes,0,no,0
1341,1423,no,0.6,no,12,0,44,0.8,131,5,13,501,640,2253,10,8,9,no,0,NO,0
1342,1974,no,0.5,yes,9,0,10,0.8,145,6,12,530,1496,1433,6,1,17,no,0,no,0
1343,835,NO,0.8,yes,2,1,42,0.8,128,5,18,396,1378,2583,15,2,13,yes,1,Yes,0
1344,1429,no,0.6,no,8,0,42,0.9,151,5,9,670,1552,1817,6,1,16,Yes,0,No,0
1345,947,Yes,0.5,no,1,1,51,0.1,144,2,15,193,887,2915,17,1,6,Yes,1,Yes,0
1346,1446,yes,2.8,yes,0,1,18,0.3,178,8,1,351,1769,3340,8,0,16,yes,1,Yes,1
1347,1332,no,1.3,yes,5,1,7,0.8,168,7,19,846,855,2790,19,11,10,yes,1,No,0
1348,1498,yes,1.2,Yes,0,1,14,0.1,191,4,1,111,1167,577,14,12,12,yes,1,no,0
1349,1576,yes,0.9,has,0,1,14,0.4,173,2,4,1213,1386,3220,17,2,6,yes,1,no,1
1350,1398,no,1.6,yes,8,1,26,0.8,150,1,12,755,1284,3488,14,3,11,YES,1,no,1
1351,1885,not,2.4,yes,12,1,14,0.6,92,4,15,1406,1517,1277,9,6,16,YES,0,has,0
1352,798,yes,0.5,Yes,7,0,2,0.8,148,2,15,497,627,3593,14,9,3,Not,1,no,0
1353,1436,no,2.5,yes,0,1,42,0.9,124,8,1,1826,1836,2736,12,5,19,Yes,1,No,1
1354,1998,yes,1.2,No,8,0,31,0.6,196,8,19,50,1356,2311,17,9,18,YES,1,No,0
1355,1321,yes,1.3,no,0,1,63,0.4,109,8,9,817,941,1464,7,6,16,yes,1,yes,0
1356,1021,no,1.3,Not,7,0,9,0.7,192,2,12,901,1793,1355,6,1,14,yes,1,no,0
1357,1339,yes,2.3,yes,0,0,40,0.1,123,2,1,212,1269,2382,6,4,7,yes,0,yes,0
1358,1210,Yes,1.6,Has,9,0,57,0.5,111,4,20,329,1039,1886,16,0,17,yes,0,YES,0
1359,1949,yes,0.5,Yes,2,1,31,0.1,145,5,9,837,1182,832,7,3,19,has,0,no,0
1360,882,No,0.7,yes,9,1,28,0.2,151,6,16,248,884,751,19,11,8,Yes,0,yes,0
1361,1549,yes,1.5,yes,0,1,27,0.4,113,5,7,632,1162,436,10,8,11,yes,0,no,0
1362,1991,No,2.2,yes,1,1,42,0.7,82,1,13,366,613,722,6,5,10,Has,1,no,0
1363,796,no,0.5,no,2,0,12,0.5,114,1,8,174,518,1075,7,3,2,no,1,no,0
1364,1012,no,0.5,yes,4,0,39,0.1,161,4,6,882,1195,2802,8,0,10,YES,1,No,0
1365,1318,no,1.9,yes,0,1,11,0.8,188,2,15,688,1591,1780,12,10,2,yes,0,no,0
1366,1708,no,0.8,no,8,1,14,0.9,197,4,16,263,1345,1247,19,16,16,yes,0,No,0
1367,598,yes,0.8,yes,8,1,62,0.1,117,8,9,118,764,3066,11,2,19,yes,1,No,0
1368,541,yes,2.3,No,4,0,51,0.4,200,8,17,1012,1226,403,11,2,12,no,0,No,0
1369,818,NO,0.5,YES,2,1,23,0.2,192,5,17,586,1552,2518,19,12,3,yes,1,no,0
1370,1414,no,0.5,Not,0,1,15,0.8,168,2,0,294,1233,1069,18,6,14,yes,0,Not,0
1371,601,yes,1.7,Yes,3,1,6,0.8,169,4,11,818,1827,2651,14,8,9,yes,0,yes,0
1372,561,yes,2.8,Yes,2,1,40,0.1,99,7,6,426,865,2974,15,12,19,Yes,0,Yes,0
1373,1616,yes,2.3,yes,3,0,52,0.1,100,5,8,151,1133,657,7,3,2,yes,1,NO,0
1374,1263,yes,1.4,yes,1,1,32,0.4,103,2,2,409,644,3372,18,13,10,YES,1,no,1
1375,1604,yes,1.9,yes,0,1,63,0.6,93,5,2,641,1156,1464,15,9,20,yes,1,no,0
1376,539,no,2,Yes,1,0,24,0.5,86,4,2,958,967,1326,7,4,3,yes,1,no,0
1377,1071,no,2.6,not,0,0,49,0.3,199,4,5,1328,1970,3393,6,5,7,yes,0,no,1
1378,826,no,0.5,Yes,0,1,57,0.5,135,2,0,354,530,323,17,3,7,yes,0,yes,0
1379,771,no,2.9,no,2,0,62,0.7,106,1,8,1709,1781,1628,9,3,6,no,1,no,0
1380,1811,no,2.9,no,0,0,33,0.2,132,8,2,1099,1553,2610,8,3,13,Has,1,no,1
1381,1842,yes,2.2,yes,7,0,56,0.4,179,4,10,783,1227,3721,16,11,4,NO,1,yes,1
1382,1420,No,2.8,has,1,0,50,0.1,100,8,8,194,1393,763,17,1,17,No,1,yes,0
1383,1763,NO,0.5,Yes,12,0,10,0.2,184,3,19,238,1893,792,17,12,13,Yes,0,yes,0
1384,1163,yes,1.9,no,6,0,2,0.9,133,5,20,919,1076,1568,14,0,19,yes,0,no,0
1385,1805,yes,0.5,no,0,0,29,0.2,182,4,2,758,891,1276,19,4,17,no,1,No,0
1386,610,yes,1.6,YES,9,0,52,0.4,90,4,19,1039,1273,3472,10,4,12,YES,1,yes,1
1387,1533,yes,1.1,Yes,18,1,17,0.3,160,4,20,1054,1393,2520,8,2,11,yes,0,YES,0
1388,1924,No,0.5,no,3,1,63,0.3,111,2,10,122,686,3423,13,3,19,yes,0,No,1
1389,1801,no,0.5,yes,6,0,52,0.9,120,6,10,100,1708,258,14,8,9,Yes,0,no,0
1390,1726,yes,1.9,no,1,1,42,0.6,106,5,3,1221,1804,1868,16,7,6,yes,0,no,0
1391,794,not,2.5,yes,15,0,14,0.6,197,3,19,312,1376,2171,19,8,18,no,0,yes,0
1392,1686,has,0.5,Yes,4,0,28,0.8,182,5,8,599,1073,780,11,10,5,no,0,no,0
1393,1444,yes,2.1,yes,0,0,6,0.9,103,1,1,1274,1340,712,17,5,10,no,0,no,0
1394,1004,no,1.6,has,0,1,30,1,160,8,1,62,581,1012,7,4,13,Yes,1,Yes,0
1395,1242,yes,2.4,No,8,0,28,0.2,166,4,9,315,1796,318,11,10,19,yes,0,NO,0
1396,539,no,1.5,NO,6,1,26,0.2,137,6,8,1123,1709,3948,18,11,15,YES,1,yes,1
1397,717,No,1.1,yes,2,1,14,0.1,99,8,6,1878,1981,629,16,15,20,yes,0,no,0
1398,1540,no,0.7,yes,0,1,29,0.1,157,7,1,318,831,1161,11,8,5,yes,0,No,0
1399,672,no,0.5,no,7,1,35,0.1,99,8,17,574,1267,1403,16,7,6,yes,0,no,0
1400,1325,Has,0.5,no,0,1,13,1,133,4,8,1353,1915,3707,19,3,18,YES,1,no,1
1401,950,No,0.5,no,6,1,55,0.1,124,8,7,86,1681,1305,6,5,4,yes,0,Has,0
1402,948,no,1.5,yes,6,0,18,0.3,119,4,7,340,1728,2926,17,13,9,yes,1,Yes,0
1403,1328,yes,0.5,no,5,1,27,0.3,144,3,18,602,1156,2674,7,2,5,yes,0,yes,0
1404,1447,NO,0.5,no,3,0,40,0.7,184,2,5,963,1062,471,8,4,20,no,0,Has,0
1405,1973,Has,0.5,yes,3,0,21,0.8,95,8,7,127,507,1724,12,10,8,no,0,yes,0
1406,1731,has,2.3,Yes,18,0,60,0.5,171,4,20,142,1039,1220,9,3,20,no,1,no,0
1407,1617,No,1.5,no,1,1,63,0.7,111,2,10,274,1079,2754,19,10,8,has,1,Yes,0
1408,1791,YES,0.5,yes,1,1,33,0.5,110,5,4,371,682,594,17,8,16,Has,0,yes,0
1409,851,No,2.3,yes,7,1,54,1,101,2,9,788,1007,1005,12,2,14,yes,0,Yes,0
1410,856,no,1.9,Has,0,1,14,0.6,115,1,7,395,1027,2439,6,3,12,yes,1,Yes,0
1411,714,yes,0.5,No,1,0,30,0.3,145,4,2,643,1527,2302,12,10,10,No,1,yes,0
1412,951,no,0.5,not,6,1,15,0.6,81,2,17,854,935,1083,16,11,16,yes,1,no,0
1413,1303,yes,2.1,No,6,1,10,0.4,109,8,15,1335,1873,2219,9,3,15,Yes,1,yes,0
1414,1550,yes,2.7,No,2,0,32,0.1,126,7,5,1541,1619,1571,12,3,14,not,0,no,0
1415,1759,Yes,1.4,No,10,1,15,0.4,101,4,13,382,1163,2107,18,5,16,yes,1,No,0
1416,1448,no,0.5,yes,18,0,2,0.2,100,5,19,846,1144,593,9,4,18,YES,1,YES,0
1417,1987,yes,1.9,no,0,0,50,0.7,119,8,18,960,1925,857,12,4,6,Yes,1,no,0
1418,908,no,2.1,no,1,0,44,0.6,95,5,2,154,941,3518,16,12,7,yes,1,yes,1
1419,820,no,0.5,yes,2,0,58,0.3,160,4,4,468,694,1284,17,7,17,no,0,yes,0
1420,904,NO,2.7,yes,4,0,19,0.6,147,6,7,1094,1496,545,19,18,16,no,0,no,0
1421,667,no,1.3,yes,4,1,6,0.1,149,6,10,272,870,3566,9,5,12,has,0,yes,0
1422,1109,no,2.1,no,1,0,34,0.1,173,1,4,165,1103,2821,13,5,17,yes,0,Yes,0
1423,1333,No,1.4,NO,3,1,59,0.7,183,7,5,394,1301,3442,18,16,5,yes,1,no,1
1424,1352,No,2.4,No,5,1,6,0.9,92,6,9,629,1299,1309,12,1,14,yes,0,No,0
1425,1600,no,2.5,yes,1,0,19,0.6,88,6,9,831,1713,1179,10,3,18,No,0,yes,0
1426,1454,no,1.4,Has,8,0,37,0.8,80,8,20,903,910,1713,16,0,19,NO,0,no,0
1427,1489,No,2.1,yes,0,0,9,0.4,169,3,1,923,1759,1663,9,3,14,yes,0,yes,0
1428,1823,no,2.8,has,11,0,10,0.6,81,8,19,362,1250,1812,5,0,19,YES,1,yes,0
1429,1581,YES,1,no,9,0,41,0.4,172,4,19,693,850,1384,19,9,2,No,1,yes,0
1430,1672,Yes,1.7,YES,1,1,44,0.5,172,8,4,1250,1435,1348,11,6,7,yes,1,yes,0
1431,1283,yes,0.7,Yes,0,1,27,0.2,80,4,6,1135,1923,3957,17,15,6,Yes,0,no,1
1432,630,No,2,no,9,1,14,0.5,180,8,13,66,1448,1212,12,8,12,yes,0,No,0
1433,659,no,2.2,no,0,1,24,0.7,151,8,2,924,1877,3925,8,1,10,yes,1,yes,1
1434,1811,yes,0.5,yes,0,0,32,1,115,6,0,204,1132,348,17,11,18,yes,0,Yes,0
1435,688,YES,2.5,no,9,0,40,0.2,109,5,20,376,1957,1382,12,7,8,NO,1,no,0
1436,514,yes,2.9,yes,5,0,18,0.7,141,2,8,1083,1492,980,13,7,16,no,0,yes,0
1437,1933,not,2.8,has,1,0,16,0.5,154,3,9,229,1473,838,14,2,18,NO,1,no,0
1438,915,No,2,No,8,1,31,0.3,91,3,20,875,1316,378,11,6,9,YES,1,no,0
1439,1006,no,2.2,yes,4,1,22,0.8,135,4,8,35,991,909,18,4,7,Has,0,Yes,0
1440,1134,yes,0.9,NO,2,1,13,0.4,92,4,19,18,903,3632,17,8,19,yes,1,no,1
1441,599,yes,2.9,no,0,1,64,0.3,186,8,1,103,646,3396,5,3,7,Yes,0,No,0
1442,973,No,0.5,Has,5,0,53,0.5,196,5,7,105,588,1861,13,10,16,no,1,no,0
1443,1180,Has,2.5,no,0,1,27,0.1,90,6,1,168,540,348,7,5,19,yes,1,YES,0
1444,1237,yes,2.5,no,7,0,13,0.8,98,4,12,18,1004,2528,11,8,16,no,0,no,0
1445,659,not,0.5,yes,7,1,5,0.3,169,8,10,659,730,2190,16,10,16,yes,1,no,0
1446,1142,yes,1.4,has,6,0,6,0.7,190,8,8,534,855,663,12,4,5,no,1,Yes,0
1447,1002,no,2.7,Yes,16,1,11,0.4,185,6,18,285,512,961,10,7,19,Has,0,yes,0
1448,1392,No,2.5,no,0,1,44,0.7,113,4,2,482,1098,1280,8,1,16,has,0,yes,0
1449,602,no,0.9,NO,9,0,50,0.9,141,8,18,1571,1717,2189,7,5,16,Not,1,no,0
1450,1249,YES,0.5,no,3,1,55,0.8,140,3,8,605,1193,531,18,10,13,yes,1,yes,0
1451,531,yes,0.5,YES,0,1,12,0.5,121,4,3,158,1657,2331,18,12,20,yes,0,yes,0
1452,1450,no,2.1,no,1,0,31,0.6,114,5,4,1573,1639,794,11,5,9,No,1,yes,0
1453,1342,Not,2.8,no,1,0,50,0.1,173,1,8,127,620,2644,7,2,11,no,1,yes,0
1454,832,Yes,0.5,no,5,1,22,0.6,198,1,8,343,1431,1666,15,4,20,yes,1,yes,0
1455,867,yes,1.5,no,0,1,57,0.1,159,4,0,289,724,2157,8,6,18,yes,0,no,0
1456,1404,no,2.1,no,16,0,44,0.9,151,1,20,1703,1880,1196,10,6,5,no,0,yes,0
1457,840,no,0.9,yes,6,0,33,0.7,150,6,7,1482,1591,2072,10,8,19,not,1,No,0
1458,1368,no,0.5,No,10,1,42,0.2,91,1,20,907,925,1590,12,0,14,YES,0,no,0
1459,1927,No,0.9,YES,3,0,11,0.4,190,8,12,491,1506,2916,16,11,18,no,1,yes,1
1460,1714,Not,0.5,yes,7,0,31,0.4,120,2,10,287,627,3707,5,1,19,No,0,yes,1
1461,1201,yes,0.5,NO,1,1,10,0.4,198,6,5,1151,1723,726,11,4,3,yes,1,no,0
1462,1796,yes,2.3,no,4,0,44,0.9,184,2,11,1024,1363,3577,17,7,4,yes,1,no,1
1463,1147,no,0.8,yes,11,0,28,0.7,158,6,13,1085,1134,2627,18,3,15,yes,0,yes,0
1464,776,yes,1.7,no,0,1,20,1,146,4,9,991,1803,685,15,11,7,yes,1,yes,0
1465,510,no,2.6,no,0,0,33,0.1,110,6,10,1052,1897,1693,6,2,5,no,1,No,0
1466,1045,has,1.2,yes,3,1,40,0.1,175,6,7,1078,1564,2137,11,8,12,Yes,0,yes,0
1467,1497,YES,0.9,yes,4,1,10,0.1,153,8,20,98,977,3696,9,0,3,Yes,0,yes,1
1468,1425,yes,0.6,NO,0,1,33,0.5,89,3,2,396,1648,3771,10,3,9,Yes,0,yes,1
1469,726,no,2.2,no,0,1,40,0.8,94,4,20,323,978,1342,16,11,4,yes,1,yes,0
1470,1576,has,2,no,0,1,20,0.6,148,3,0,410,1551,1379,17,1,16,yes,0,yes,0
1471,714,yes,2.1,yes,5,1,11,0.1,197,3,6,1750,1857,1164,15,12,19,has,1,no,0
1472,1595,no,1.9,YES,1,0,63,0.9,88,1,20,1475,1988,908,18,13,6,no,0,has,0
1473,541,Not,1,Not,0,1,10,0.4,127,4,0,1836,1873,1019,19,9,15,Yes,1,no,0
1474,1617,yes,2.6,no,14,0,29,0.9,113,6,20,283,676,3685,13,1,18,no,0,no,1
1475,1154,Not,1.1,yes,2,1,5,0.2,98,1,13,539,1240,1470,12,0,12,Yes,0,no,0
1476,1638,No,1,NO,6,0,2,0.2,189,1,11,440,563,2299,19,9,9,YES,1,Yes,0
1477,1150,has,2.7,no,0,0,39,0.4,151,8,1,397,800,999,6,2,11,yes,1,no,0
1478,1254,yes,2.3,No,0,1,44,0.2,149,1,10,204,1021,3011,7,4,12,yes,1,no,0
1479,1806,yes,2,yes,2,1,54,0.1,117,1,11,347,727,3142,13,0,6,YES,0,yes,1
1480,603,NO,1.5,no,8,0,12,0.7,114,6,20,1003,1284,1543,7,5,19,Has,1,NO,0
1481,1834,no,2.1,no,7,1,40,0.1,99,4,11,0,1987,3692,13,0,16,yes,1,No,1
1482,520,not,2.3,no,0,1,31,0.8,145,6,14,264,519,2753,13,7,17,YES,0,yes,0
1483,565,No,0.6,yes,1,0,50,0.1,158,2,8,543,703,2156,13,6,6,yes,1,yes,0
1484,1689,Yes,0.5,No,11,0,9,0.5,150,5,15,467,675,2637,8,4,3,yes,0,no,0
1485,742,yes,2.3,no,0,0,21,0.7,104,8,1,875,925,331,11,8,7,yes,0,No,0
1486,1143,NO,1.2,yes,1,1,22,1,125,3,6,1116,1724,1214,12,5,16,yes,1,no,0
1487,761,yes,0.5,not,9,0,3,0.8,196,7,15,1325,1945,2248,19,3,15,yes,1,Yes,0
1488,959,YES,1.3,yes,0,0,36,0.4,196,5,14,1313,1331,3073,19,1,8,has,1,Yes,1
1489,772,yes,1.2,yes,7,1,8,0.6,134,7,8,552,1802,422,7,6,15,Yes,0,No,0
1490,1015,Yes,0.8,NO,5,0,12,0.5,102,3,14,335,679,2293,5,1,2,no,1,no,0
1491,1824,yes,1.9,yes,9,1,2,0.7,103,1,14,50,1105,3958,12,2,19,yes,1,no,1
1492,1130,Has,0.5,yes,1,1,29,0.7,130,1,14,593,1327,432,6,1,10,yes,1,yes,0
1493,1183,Yes,0.5,yes,3,1,48,0.1,120,8,12,268,1010,1152,8,3,3,yes,0,NO,0
1494,574,Yes,2,yes,0,1,26,0.5,118,6,2,382,1364,1303,8,4,2,yes,0,Yes,0
1495,1472,No,3,no,4,1,20,0.3,169,2,6,443,892,797,6,1,11,yes,1,NO,0
1496,1868,Has,0.5,no,2,1,40,0.9,179,8,17,576,884,298,8,2,17,Yes,1,no,0
1497,1375,NO,2.9,no,2,0,20,0.4,147,6,7,596,679,3847,8,0,12,yes,0,Yes,1
1498,881,no,1,no,1,0,64,0.5,160,3,6,115,636,2110,18,9,6,yes,1,YES,0
1499,1742,Yes,0.5,Yes,5,1,43,0.9,176,3,7,356,1407,1921,9,2,3,Yes,1,no,0
1500,1225,no,0.7,yes,6,0,60,0.1,107,2,15,10,1567,2423,17,11,6,Yes,0,No,0
1501,1970,Has,0.5,yes,0,1,15,1,132,2,0,1399,1684,1658,15,9,20,yes,1,yes,0
1502,1186,yes,0.5,yes,2,0,21,0.4,160,8,4,68,584,2361,17,8,7,yes,0,no,0
1503,1762,no,0.7,No,7,0,60,0.1,157,4,10,643,790,1380,14,5,14,Yes,0,no,0
1504,1731,has,1.4,Yes,4,1,4,0.5,163,6,18,809,1988,3892,5,1,4,Yes,1,YES,1
1505,852,no,1.8,yes,5,1,8,0.8,160,5,9,683,1349,315,7,6,20,Yes,0,no,0
1506,848,Yes,1.5,has,4,1,36,0.3,151,4,16,56,527,2289,10,2,19,yes,1,has,0
1507,1575,no,2.5,yes,0,1,11,0.2,185,7,20,492,818,2182,7,3,17,YES,1,No,0
1508,1554,no,2.8,Yes,7,0,23,0.1,105,6,18,699,1492,2184,13,9,20,yes,0,yes,0
1509,1972,Has,1.6,No,0,0,48,0.5,92,8,2,290,804,2872,7,2,11,yes,0,Yes,1
1510,827,Has,0.6,yes,9,1,35,0.2,87,6,17,23,826,2367,5,3,15,yes,0,YES,0
1511,1063,NO,1.5,no,7,0,3,0.9,155,4,10,394,849,1919,12,10,20,yes,1,no,0
1512,1695,no,2.3,yes,1,0,34,0.4,84,5,10,713,1742,3296,17,6,14,no,0,no,1
1513,1343,no,2.4,yes,5,1,14,0.9,81,8,10,1063,1205,462,18,7,11,yes,1,yes,0
1514,834,NO,0.5,No,2,1,27,0.2,123,1,16,1421,1463,1591,11,9,20,yes,1,not,0
1515,595,no,2.6,no,0,1,20,0.4,122,2,18,623,816,1593,19,11,2,yes,0,YES,0
1516,1081,Yes,1.9,has,13,1,42,0.1,101,7,17,83,816,2456,7,4,7,yes,0,NO,0
1517,911,NO,1.4,Yes,3,0,14,0.7,199,4,4,1563,1692,2933,16,3,11,Not,1,No,1
1518,844,not,2.2,Yes,1,1,22,0.9,197,7,2,777,1995,3154,14,11,7,yes,0,no,1
1519,1335,Yes,3,no,3,0,60,0.8,180,2,4,83,559,3615,5,2,9,Yes,0,no,1
1520,1883,no,1.6,No,9,0,24,0.1,87,1,16,203,915,3563,17,10,3,no,0,not,1
1521,1128,yes,0.5,yes,6,0,33,0.6,147,8,7,938,1226,1440,17,15,19,Yes,0,NO,0
1522,826,has,2.4,yes,14,1,57,0.6,117,2,17,1077,1183,1907,15,14,5,yes,0,No,0
1523,1650,NO,2.3,no,0,1,38,0.7,89,1,1,773,881,324,14,10,2,has,1,yes,0
1524,1162,no,1,NO,0,0,50,0.5,104,4,10,332,866,1404,10,3,15,yes,1,Yes,0
1525,1517,No,2.5,No,2,1,8,0.8,169,4,18,570,1645,2738,18,16,12,Yes,0,Not,0
1526,963,no,0.5,no,1,1,60,0.8,156,3,3,742,821,2722,12,6,16,yes,0,no,0
1527,1837,No,1,Yes,5,1,12,0.9,103,8,6,1420,1539,2294,8,7,20,yes,0,Has,1
1528,1028,Yes,2.8,no,1,1,30,0.1,193,1,10,1801,1923,1424,18,4,13,yes,0,Yes,0
1529,1831,has,2.2,yes,4,0,55,1,189,8,9,1693,1790,1133,14,3,10,no,1,no,0
1530,571,yes,2,yes,5,1,58,0.6,101,6,11,31,1536,555,19,10,11,Yes,0,Has,0
1531,1770,yes,2.3,not,0,0,9,0.6,183,6,5,1098,1373,3785,13,10,14,yes,0,Yes,1
1532,970,yes,1.3,yes,5,0,59,0.2,84,7,19,1765,1786,3675,12,0,12,No,0,not,1
1533,642,yes,0.5,not,0,1,38,0.8,86,5,10,887,1775,435,9,2,2,yes,1,no,0
1534,622,Yes,1.9,Yes,12,0,11,0.8,193,8,14,760,1964,3183,5,0,4,YES,1,yes,0
1535,600,yes,1.8,no,9,1,6,0.8,199,2,15,486,1032,3495,17,4,7,yes,1,no,0
1536,1412,no,0.6,no,9,0,57,0.2,86,3,10,2,660,1853,15,10,18,no,0,yes,0
1537,733,No,0.8,NO,7,0,16,0.4,138,4,12,202,1787,2648,12,0,19,yes,1,no,0
1538,1070,yes,3,no,9,0,19,0.8,160,7,16,90,1614,2647,14,13,20,no,1,no,0
1539,875,yes,0.7,yes,1,0,30,0.7,146,8,8,469,853,702,19,15,15,YES,1,Yes,0
1540,1994,Yes,0.7,no,5,0,5,0.4,189,2,7,86,1546,1836,12,11,18,yes,0,no,0
1541,823,no,1,yes,9,1,18,0.2,182,5,16,1180,1350,3894,13,10,9,has,1,NO,1
1542,1908,NO,0.5,no,9,1,30,1,111,2,19,140,1046,2944,19,17,17,YES,0,Yes,1
1543,790,no,0.5,yes,7,1,44,0.1,89,8,8,1100,1437,3424,13,11,9,Yes,1,no,1
1544,1330,Yes,1.8,yes,1,0,40,0.5,177,1,5,194,892,2678,9,4,14,yes,1,yes,0
1545,1660,No,0.5,NO,2,1,15,0.7,100,8,8,440,569,2424,12,5,9,yes,1,not,0
1546,1776,No,2.2,no,2,0,20,0.9,82,6,16,1563,1803,2671,15,10,12,no,1,yes,1
1547,1611,NO,0.5,Yes,4,1,27,0.9,199,1,10,163,1011,3078,15,2,6,yes,0,yes,0
1548,1410,yes,0.5,Yes,0,1,15,0.3,92,3,1,192,1311,2304,18,4,18,yes,1,no,0
1549,1772,yes,1.6,no,17,1,45,0.5,159,2,18,837,1405,1146,6,1,17,yes,1,no,0
1550,1280,yes,1.3,not,0,1,39,1,108,7,1,356,588,2335,6,4,2,yes,0,yes,0
1551,1712,yes,0.9,has,2,0,23,1,155,7,19,155,663,1422,5,0,15,yes,1,no,0
1552,1562,yes,0.7,not,0,0,55,0.1,140,8,1,1032,1776,2096,15,3,3,no,0,No,0
1553,891,no,1.9,Yes,1,1,18,0.1,153,6,3,40,1435,1303,17,16,4,yes,1,yes,0
1554,1957,No,1.2,yes,18,1,36,0.8,151,2,19,1194,1727,1115,16,2,18,yes,0,yes,0
1555,1110,no,0.6,No,1,0,42,0.9,192,5,2,1179,1262,456,12,8,18,Yes,1,No,0
1556,875,yes,1.4,yes,1,1,43,0.6,104,8,3,902,969,3396,14,2,18,yes,0,not,1
1557,1211,yes,1.2,Not,0,0,28,0.3,130,2,3,58,963,2750,6,1,14,no,1,no,0
1558,769,No,0.5,yes,12,1,54,0.2,112,4,19,1385,1780,941,15,8,20,yes,0,yes,0
1559,671,no,2.9,NO,7,1,2,0.1,95,6,19,614,1617,2278,13,4,2,yes,0,no,0
